image_path,xml_path,filename,species_code,species_name,experiment_id,dish_id,frame_id,sequence_id,split
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img038.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img038.xml,pg2_8_img038.jpg,pg,Pennisetum glaucum,2,8,38,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img039.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img039.xml,pg2_8_img039.jpg,pg,Pennisetum glaucum,2,8,39,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img040.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img040.xml,pg2_8_img040.jpg,pg,Pennisetum glaucum,2,8,40,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img041.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img041.xml,pg2_8_img041.jpg,pg,Pennisetum glaucum,2,8,41,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img042.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img042.xml,pg2_8_img042.jpg,pg,Pennisetum glaucum,2,8,42,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img043.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img043.xml,pg2_8_img043.jpg,pg,Pennisetum glaucum,2,8,43,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img044.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img044.xml,pg2_8_img044.jpg,pg,Pennisetum glaucum,2,8,44,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img045.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img045.xml,pg2_8_img045.jpg,pg,Pennisetum glaucum,2,8,45,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img046.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img046.xml,pg2_8_img046.jpg,pg,Pennisetum glaucum,2,8,46,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img047.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img047.xml,pg2_8_img047.jpg,pg,Pennisetum glaucum,2,8,47,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img048.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img048.xml,pg2_8_img048.jpg,pg,Pennisetum glaucum,2,8,48,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img049.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img049.xml,pg2_8_img049.jpg,pg,Pennisetum glaucum,2,8,49,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img050.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img050.xml,pg2_8_img050.jpg,pg,Pennisetum glaucum,2,8,50,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img051.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img051.xml,pg2_8_img051.jpg,pg,Pennisetum glaucum,2,8,51,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img052.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img052.xml,pg2_8_img052.jpg,pg,Pennisetum glaucum,2,8,52,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img053.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img053.xml,pg2_8_img053.jpg,pg,Pennisetum glaucum,2,8,53,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img054.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img054.xml,pg2_8_img054.jpg,pg,Pennisetum glaucum,2,8,54,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img055.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img055.xml,pg2_8_img055.jpg,pg,Pennisetum glaucum,2,8,55,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img056.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img056.xml,pg2_8_img056.jpg,pg,Pennisetum glaucum,2,8,56,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img057.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img057.xml,pg2_8_img057.jpg,pg,Pennisetum glaucum,2,8,57,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img058.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img058.xml,pg2_8_img058.jpg,pg,Pennisetum glaucum,2,8,58,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img059.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img059.xml,pg2_8_img059.jpg,pg,Pennisetum glaucum,2,8,59,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img060.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img060.xml,pg2_8_img060.jpg,pg,Pennisetum glaucum,2,8,60,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img061.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img061.xml,pg2_8_img061.jpg,pg,Pennisetum glaucum,2,8,61,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img062.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img062.xml,pg2_8_img062.jpg,pg,Pennisetum glaucum,2,8,62,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img063.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img063.xml,pg2_8_img063.jpg,pg,Pennisetum glaucum,2,8,63,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img064.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img064.xml,pg2_8_img064.jpg,pg,Pennisetum glaucum,2,8,64,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img065.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img065.xml,pg2_8_img065.jpg,pg,Pennisetum glaucum,2,8,65,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img066.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img066.xml,pg2_8_img066.jpg,pg,Pennisetum glaucum,2,8,66,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img067.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img067.xml,pg2_8_img067.jpg,pg,Pennisetum glaucum,2,8,67,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img068.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img068.xml,pg2_8_img068.jpg,pg,Pennisetum glaucum,2,8,68,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img069.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img069.xml,pg2_8_img069.jpg,pg,Pennisetum glaucum,2,8,69,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img070.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img070.xml,pg2_8_img070.jpg,pg,Pennisetum glaucum,2,8,70,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img071.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img071.xml,pg2_8_img071.jpg,pg,Pennisetum glaucum,2,8,71,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img072.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img072.xml,pg2_8_img072.jpg,pg,Pennisetum glaucum,2,8,72,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img073.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img073.xml,pg2_8_img073.jpg,pg,Pennisetum glaucum,2,8,73,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img074.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img074.xml,pg2_8_img074.jpg,pg,Pennisetum glaucum,2,8,74,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img075.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img075.xml,pg2_8_img075.jpg,pg,Pennisetum glaucum,2,8,75,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img076.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img076.xml,pg2_8_img076.jpg,pg,Pennisetum glaucum,2,8,76,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img077.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img077.xml,pg2_8_img077.jpg,pg,Pennisetum glaucum,2,8,77,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img078.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img078.xml,pg2_8_img078.jpg,pg,Pennisetum glaucum,2,8,78,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img079.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img079.xml,pg2_8_img079.jpg,pg,Pennisetum glaucum,2,8,79,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img080.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img080.xml,pg2_8_img080.jpg,pg,Pennisetum glaucum,2,8,80,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img081.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img081.xml,pg2_8_img081.jpg,pg,Pennisetum glaucum,2,8,81,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img082.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img082.xml,pg2_8_img082.jpg,pg,Pennisetum glaucum,2,8,82,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img083.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img083.xml,pg2_8_img083.jpg,pg,Pennisetum glaucum,2,8,83,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img084.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img084.xml,pg2_8_img084.jpg,pg,Pennisetum glaucum,2,8,84,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img085.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img085.xml,pg2_8_img085.jpg,pg,Pennisetum glaucum,2,8,85,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img086.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img086.xml,pg2_8_img086.jpg,pg,Pennisetum glaucum,2,8,86,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img087.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img087.xml,pg2_8_img087.jpg,pg,Pennisetum glaucum,2,8,87,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img088.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img088.xml,pg2_8_img088.jpg,pg,Pennisetum glaucum,2,8,88,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img089.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img089.xml,pg2_8_img089.jpg,pg,Pennisetum glaucum,2,8,89,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img090.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img090.xml,pg2_8_img090.jpg,pg,Pennisetum glaucum,2,8,90,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img091.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img091.xml,pg2_8_img091.jpg,pg,Pennisetum glaucum,2,8,91,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img092.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img092.xml,pg2_8_img092.jpg,pg,Pennisetum glaucum,2,8,92,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img093.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img093.xml,pg2_8_img093.jpg,pg,Pennisetum glaucum,2,8,93,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img094.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img094.xml,pg2_8_img094.jpg,pg,Pennisetum glaucum,2,8,94,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img095.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img095.xml,pg2_8_img095.jpg,pg,Pennisetum glaucum,2,8,95,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img096.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img096.xml,pg2_8_img096.jpg,pg,Pennisetum glaucum,2,8,96,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg2_8_img097.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg2_8_img097.xml,pg2_8_img097.jpg,pg,Pennisetum glaucum,2,8,97,pg2_8,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img001.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img001.xml,pg3_1_img001.jpg,pg,Pennisetum glaucum,3,1,1,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img002.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img002.xml,pg3_1_img002.jpg,pg,Pennisetum glaucum,3,1,2,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img003.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img003.xml,pg3_1_img003.jpg,pg,Pennisetum glaucum,3,1,3,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img004.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img004.xml,pg3_1_img004.jpg,pg,Pennisetum glaucum,3,1,4,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img005.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img005.xml,pg3_1_img005.jpg,pg,Pennisetum glaucum,3,1,5,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img006.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img006.xml,pg3_1_img006.jpg,pg,Pennisetum glaucum,3,1,6,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img007.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img007.xml,pg3_1_img007.jpg,pg,Pennisetum glaucum,3,1,7,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img008.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img008.xml,pg3_1_img008.jpg,pg,Pennisetum glaucum,3,1,8,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img009.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img009.xml,pg3_1_img009.jpg,pg,Pennisetum glaucum,3,1,9,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img010.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img010.xml,pg3_1_img010.jpg,pg,Pennisetum glaucum,3,1,10,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img011.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img011.xml,pg3_1_img011.jpg,pg,Pennisetum glaucum,3,1,11,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img012.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img012.xml,pg3_1_img012.jpg,pg,Pennisetum glaucum,3,1,12,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img013.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img013.xml,pg3_1_img013.jpg,pg,Pennisetum glaucum,3,1,13,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img014.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img014.xml,pg3_1_img014.jpg,pg,Pennisetum glaucum,3,1,14,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img015.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img015.xml,pg3_1_img015.jpg,pg,Pennisetum glaucum,3,1,15,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img016.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img016.xml,pg3_1_img016.jpg,pg,Pennisetum glaucum,3,1,16,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img017.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img017.xml,pg3_1_img017.jpg,pg,Pennisetum glaucum,3,1,17,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img018.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img018.xml,pg3_1_img018.jpg,pg,Pennisetum glaucum,3,1,18,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img019.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img019.xml,pg3_1_img019.jpg,pg,Pennisetum glaucum,3,1,19,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img020.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img020.xml,pg3_1_img020.jpg,pg,Pennisetum glaucum,3,1,20,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img021.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img021.xml,pg3_1_img021.jpg,pg,Pennisetum glaucum,3,1,21,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img022.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img022.xml,pg3_1_img022.jpg,pg,Pennisetum glaucum,3,1,22,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img023.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img023.xml,pg3_1_img023.jpg,pg,Pennisetum glaucum,3,1,23,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img024.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img024.xml,pg3_1_img024.jpg,pg,Pennisetum glaucum,3,1,24,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img025.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img025.xml,pg3_1_img025.jpg,pg,Pennisetum glaucum,3,1,25,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img026.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img026.xml,pg3_1_img026.jpg,pg,Pennisetum glaucum,3,1,26,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img027.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img027.xml,pg3_1_img027.jpg,pg,Pennisetum glaucum,3,1,27,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img028.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img028.xml,pg3_1_img028.jpg,pg,Pennisetum glaucum,3,1,28,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img029.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img029.xml,pg3_1_img029.jpg,pg,Pennisetum glaucum,3,1,29,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img030.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img030.xml,pg3_1_img030.jpg,pg,Pennisetum glaucum,3,1,30,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img031.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img031.xml,pg3_1_img031.jpg,pg,Pennisetum glaucum,3,1,31,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img032.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img032.xml,pg3_1_img032.jpg,pg,Pennisetum glaucum,3,1,32,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img033.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img033.xml,pg3_1_img033.jpg,pg,Pennisetum glaucum,3,1,33,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img034.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img034.xml,pg3_1_img034.jpg,pg,Pennisetum glaucum,3,1,34,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img035.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img035.xml,pg3_1_img035.jpg,pg,Pennisetum glaucum,3,1,35,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img036.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img036.xml,pg3_1_img036.jpg,pg,Pennisetum glaucum,3,1,36,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img037.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img037.xml,pg3_1_img037.jpg,pg,Pennisetum glaucum,3,1,37,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img038.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img038.xml,pg3_1_img038.jpg,pg,Pennisetum glaucum,3,1,38,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img039.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img039.xml,pg3_1_img039.jpg,pg,Pennisetum glaucum,3,1,39,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img040.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img040.xml,pg3_1_img040.jpg,pg,Pennisetum glaucum,3,1,40,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img041.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img041.xml,pg3_1_img041.jpg,pg,Pennisetum glaucum,3,1,41,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img042.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img042.xml,pg3_1_img042.jpg,pg,Pennisetum glaucum,3,1,42,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img043.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img043.xml,pg3_1_img043.jpg,pg,Pennisetum glaucum,3,1,43,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img044.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img044.xml,pg3_1_img044.jpg,pg,Pennisetum glaucum,3,1,44,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img045.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img045.xml,pg3_1_img045.jpg,pg,Pennisetum glaucum,3,1,45,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img046.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img046.xml,pg3_1_img046.jpg,pg,Pennisetum glaucum,3,1,46,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img047.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img047.xml,pg3_1_img047.jpg,pg,Pennisetum glaucum,3,1,47,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img048.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img048.xml,pg3_1_img048.jpg,pg,Pennisetum glaucum,3,1,48,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img049.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img049.xml,pg3_1_img049.jpg,pg,Pennisetum glaucum,3,1,49,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img050.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img050.xml,pg3_1_img050.jpg,pg,Pennisetum glaucum,3,1,50,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img051.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img051.xml,pg3_1_img051.jpg,pg,Pennisetum glaucum,3,1,51,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img052.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img052.xml,pg3_1_img052.jpg,pg,Pennisetum glaucum,3,1,52,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img053.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img053.xml,pg3_1_img053.jpg,pg,Pennisetum glaucum,3,1,53,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img054.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img054.xml,pg3_1_img054.jpg,pg,Pennisetum glaucum,3,1,54,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img055.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img055.xml,pg3_1_img055.jpg,pg,Pennisetum glaucum,3,1,55,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img056.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img056.xml,pg3_1_img056.jpg,pg,Pennisetum glaucum,3,1,56,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img057.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img057.xml,pg3_1_img057.jpg,pg,Pennisetum glaucum,3,1,57,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img058.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img058.xml,pg3_1_img058.jpg,pg,Pennisetum glaucum,3,1,58,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img059.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img059.xml,pg3_1_img059.jpg,pg,Pennisetum glaucum,3,1,59,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img060.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img060.xml,pg3_1_img060.jpg,pg,Pennisetum glaucum,3,1,60,pg3_1,train
C:\LONG\DL\PennisetumGlaucum\img\pg3_1_img061.jpg,C:\LONG\DL\PennisetumGlaucum\true_ann\pg3_1_img061.xml,pg3_1_img061.jpg,pg,Pennisetum glaucum,3,1,61,pg3_1,train
